headline,published,ticker
"Сбер заявил, что около трети опрошенных россиян мечтают на пенсии переехать в другой город",2024-02-13 06:59:53,SBERP
«Диасофт» разместил акции по 4500 рублей,2024-02-13 08:13:00,DIAS
"В ""Яндекс заправках"" теперь можно оплатить проезд по платной дороге и вызвать эвакуатор",2024-02-13 08:33:51,YNDX
Wildberries хочет завершить строительство логистического центра под Владимиром в 2025 году,2024-02-13 08:42:00,MRKP
Wildberries хочет завершить строительство логистического центра под Владимиром в 2025 году,2024-02-13 08:42:00,MRKC
Бортпроводник «Аэрофлота» подал в суд на СМИ за сообщения о наркотиках,2024-02-13 08:51:29,AFLT
"""Яндекс"" встроил нейросети в свой браузер",2024-02-13 10:15:02,YNDX
"""Лукойл"" начал строительство завода смазок и смазочно-охлаждающих жидкостей в Волгограде",2024-02-13 10:42:56,LKOH
В Подмосковье аномальные начисления за электроэнергию назвали технической ошибкой,2024-02-13 11:59:46,OGKB
"Татарстанский ""Ремдизель"" организовал выпуск двигателей для ""КАМАЗа""",2024-02-13 12:02:00,KMAZ
"""Ростелеком"" оснастит видеонаблюдением 972 избирательных участка в Новосибирской области",2024-02-13 12:25:31,RTKM
"""Ростелеком"" оснастит видеонаблюдением 972 избирательных участка в Новосибирской области",2024-02-13 12:25:31,RTKMP
Аграрии Среднего Урала в 2023 году впервые получили жилищные субсидии из бюджета области,2024-02-13 12:52:12,MRKU
"Группа ВТБ получила 24,9% в ""Нацпромлизинге"", доля ""Ростеха"" сократилась до 25,5%",2024-02-13 13:20:00,VTBR
"Авиакомпания ""Победа"" представила дизайн ливреи в честь Года семьи",2024-02-13 13:31:16,AFLT
"Ростехнадзор приостановил проходку горных выработок алмазного рудника ""Удачный""",2024-02-13 13:50:16,ALRS
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,MRKU
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,MRKP
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,MRKC
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,FEES
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,MRKZ
"В Туле ""Россети"" ввели новый высокоавтоматизированный питающий центр",2024-02-13 14:01:01,MSRS
Крупнейший в Сибири производитель цемента к 2035 году нарастит производство почти вдвое,2024-02-13 14:08:41,MRKS
"""Яндекс"" представил нейробраузер",2024-02-13 14:16:47,YNDX
Делимобиль сполз к цене IPO,2024-02-13 14:46:00,DELI
"Акции ""Ростелекома"" на Мосбирже росли более чем на 3,6%",2024-02-13 15:15:18,RTKM
"Акции ""Ростелекома"" на Мосбирже росли более чем на 3,6%",2024-02-13 15:15:18,RTKMP
Горнолыжные курорты Сочи обеспечены интернетом 4G даже на отметке 2400 метров,2024-02-13 15:37:34,MTSS
"ОПЕК считает, что добыча нефти и конденсата в России в 2024 г снизится на 80 тыс б/с",2024-02-13 15:50:06,LKOH
"МосБиржа сдвинула старт торгов акциями ""Диасофта"" после IPO на 17:45",2024-02-13 15:51:00,DIAS
Набсовет Сбербанка 13 февраля обсудит международное направление деятельности,2024-02-13 16:24:49,SBER
Набсовет Сбербанка 13 февраля обсудит международное направление деятельности,2024-02-13 16:24:49,SBERP
"Экс-менеджер OMV: ""Газпром"" продолжит поставлять газ в Австрию, пока есть возможность",2024-02-13 16:41:34,SIBN
"Экс-менеджер OMV: ""Газпром"" продолжит поставлять газ в Австрию, пока есть возможность",2024-02-13 16:41:34,GAZP
Пост для обсуждения Диасофт :),2024-02-13 16:53:00,DIAS
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,LSNGP
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,MRKU
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,LSNG
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,MRKP
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,MRKC
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,FEES
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,MRKZ
"""Россети Ленэнерго"" в 2024г планируют увеличить инвестиции в ремонт и техобслуживание сетей на 30% - ИНТЕРФАКС",2024-02-13 17:17:00,MSRS
"IPO Диасофт оттянуло ликвидность с глобальных рынков. Баффетт, Сорос и Акман продают фишки, чтобы вложиться в перспективный актив в России?",2024-02-13 18:04:00,DIAS
Акции «Диасофт» в первую минуту торгов выросли на 40% от цены IPO,2024-02-13 18:09:00,DIAS
"""Молдовагаз"" сэкономил $553 млн за год с ноября 2021 года, покупая газ у ""Газпрома""",2024-02-13 18:12:46,SIBN
"Диасофт провел IPO на 4,14 млрд р по верхней границе, оценен в 47,25 млрд р",2024-02-13 18:19:17,DIAS
"""Ростелеком"" допустил выплату дивидендов за 2023 год",2024-02-13 18:33:00,RTKM
"""Ростелеком"" допустил выплату дивидендов за 2023 год",2024-02-13 18:33:00,RTKMP
"Глава ""Ростелекома"" ожидает выплаты дивидендов по итогам 2023 года",2024-02-13 18:33:21,RTKM
"Глава ""Ростелекома"" ожидает выплаты дивидендов по итогам 2023 года",2024-02-13 18:33:21,RTKMP
"""Газпром"" увеличил объем размещения облигаций с переменным купоном до 25 млрд руб",2024-02-13 18:42:20,GAZP
"""Транснефть"" просит запретить структуре Магомедова инициировать судебное разбирательство",2024-02-13 18:55:00,TRNFP
"""Газпром нефть"" может изменить должность генерального директора на председателя правления",2024-02-13 19:29:07,SIBN
"""Газпром нефть"" может изменить должность генерального директора на председателя правления",2024-02-13 19:29:07,GAZP
Отказ от газа из России станет для Австрии экономическим ударом – эксперт,2024-02-13 20:19:12,GAZP
"Суд принял к производству заявление ""Газпром экспорта"" к ""дочке""  Gasunie",2024-02-13 21:13:46,SIBN
Рубль слегка повысился во вторник в рамках фазы стабилизации,2024-02-13 22:04:30,BSPB
"""Газпром экспорт"" просит суд РФ запретить ""дочке"" Gasunie начинать спор в суде Нидерландов",2024-02-13 23:26:23,GAZP
Освоение юга Восточной Сибири в ближайшие 15 лет может дать до 1 трлн куб. м газа,2024-02-14 01:48:51,MRKS
"ГК ""Самолет"" планирует до 2026 года выйти на строительные рынки 30-35 городов РФ",2024-02-14 03:55:20,SMLT
Лента разрабатывает формат алкомаркетов - Ъ,2024-02-14 06:31:00,LENT
Сбер в конце января подвергся четырехдневной хакерской атаке на сервисы банка,2024-02-14 06:39:24,SBERP
"В ВТБ заявили, что банки еще не готовы бороться со схемами с биометрией и дипфейками",2024-02-14 06:59:28,VTBR
Сбер назвал эффективным на 100% период охлаждения в 24 часа для подозрительных кредитов,2024-02-14 07:00:09,SBER
Сбер назвал эффективным на 100% период охлаждения в 24 часа для подозрительных кредитов,2024-02-14 07:00:09,SBERP
"""Северсталь"" в 2023 году нарастила на 60% продажи металлоизделий по партнерской программе",2024-02-14 07:19:25,CHMF
"""Газпром"" получил техусловия на подключение к газоснабжению планируемого КСПГ в Белоруссии",2024-02-14 07:50:14,SIBN
"""Газпром"" получил техусловия на подключение к газоснабжению планируемого КСПГ в Белоруссии",2024-02-14 07:50:14,GAZP
"IPO Делимобиля, Долги Сегежи и Яндекс - Вредный инвестор",2024-02-14 07:53:00,DELI
"IPO Делимобиля, Долги Сегежи и Яндекс - Вредный инвестор",2024-02-14 07:53:00,YNDX
"IPO Делимобиля, Долги Сегежи и Яндекс - Вредный инвестор",2024-02-14 07:53:00,SGZH
Общий рынок электроэнергии Белоруссии и РФ готов к первому этапу работы,2024-02-14 08:50:45,OGKB
"Сбер через 1,5-2 месяца откроет общий доступ к своей платформе управления киберугрозами",2024-02-14 09:08:52,SBER
"Сбер через 1,5-2 месяца откроет общий доступ к своей платформе управления киберугрозами",2024-02-14 09:08:52,SBERP
"Ozon увеличил GMV в 23г в 2,1 раза до 1,7 трлн р, показатель EBITDA положительный",2024-02-14 09:30:19,OZON
"ОБОРОТ МАРКЕТПЛЕЙСА OZON ОТ ПРОДАЖ ТОВАРОВ И УСЛУГ В 2023 ГОДУ ВЫРОС В 2,1 РАЗА, ДО 1,7 ТРЛН РУБ - ОТЧЕТ - ПРАЙМ",2024-02-14 09:31:00,OZON
"Ozon в 2023 году нарастил оборот в 2,1 раза - до 1,7 трлн рублей",2024-02-14 09:38:00,OZON
В Кузбассе впервые в Сибири начали продавать уголь онлайн,2024-02-14 09:53:33,MRKS
"""Газпром"" подает газ через Украину на ГИС ""Суджа"", 42,4 млн кубометров на 14 февраля",2024-02-14 09:55:01,GAZP
Центр инноваций и импортозамещения в ТиНАО построят в промышленной стилистике,2024-02-14 10:12:02,MRKP
Центр инноваций и импортозамещения в ТиНАО построят в промышленной стилистике,2024-02-14 10:12:02,MRKC
Сбербанк с 24 по 28 января выдержал самую продолжительную в своей истории DDoS-атаку,2024-02-14 10:13:21,SBER
Сбербанк с 24 по 28 января выдержал самую продолжительную в своей истории DDoS-атаку,2024-02-14 10:13:21,SBERP
"Россияне ежедневно получают до 15 млн мошеннических звонков - ""Сбер""",2024-02-14 10:53:39,SBER
"Россияне ежедневно получают до 15 млн мошеннических звонков - ""Сбер""",2024-02-14 10:53:39,SBERP
"""Северсталь"" подала апелляцию на решение суда по ""делу металлургов""",2024-02-14 11:19:00,CHMF
"В Кузбассе в 2025 году намерены создать центр продаж и сервисного обслуживания ""Камазов""",2024-02-14 11:29:36,KMAZ
ФАС возбудила дело против «Яндекса» из-за рекламы написания дипломов,2024-02-14 11:30:42,YNDX
"""Сбер"" зафиксировал изощренную схему мошенников с легендой о ""похищении"" человека",2024-02-14 11:31:44,SBER
"""Сбер"" зафиксировал изощренную схему мошенников с легендой о ""похищении"" человека",2024-02-14 11:31:44,SBERP
"""Русхимальянс"" подал новый иск к Linde",2024-02-14 11:34:55,GAZP
КАМАЗ планирует 86 млрд руб. оборота от своего транспортного бизнеса к 2030 - ИНТЕРФАКС,2024-02-14 11:41:00,KMAZ
"""Русал"" и Mass Group построят в РФ экспериментальную взлетно-посадочную полосу из алюминия",2024-02-14 11:45:54,RUAL
"""Булат"" (""дочка"" ""Ростелекома"") планирует начать выпуск базовых станций 2G/4G в апреле",2024-02-14 11:54:00,RTKM
"""Булат"" (""дочка"" ""Ростелекома"") планирует начать выпуск базовых станций 2G/4G в апреле",2024-02-14 11:54:00,RTKMP
Сбербанк смог одномоментно заблокировать 15 тысяч карт дропперов,2024-02-14 12:23:00,SBER
Страховое сообщество готово к запуску вмененного страхования киберрисков,2024-02-14 12:31:59,RENI
ЦБ РФ видит пока непреодолимыми препятствия для создания единой антифрод-платформы,2024-02-14 12:34:26,SBER
ЦБ РФ видит пока непреодолимыми препятствия для создания единой антифрод-платформы,2024-02-14 12:34:26,SBERP
"ЦРПТ не подтверждает проблемы с маркировкой разливного пива в РФ, в том числе с ПО",2024-02-14 12:40:20,MGNT
В Диасофте за несколько часов торговли на бирже в течении двух дней обернулся весь теоретический free-float. как это возможно?,2024-02-14 12:45:00,DIAS
В строительство распределительного центра в Истре инвестор вложит около 1 млрд рублей,2024-02-14 12:46:37,MRKP
В строительство распределительного центра в Истре инвестор вложит около 1 млрд рублей,2024-02-14 12:46:37,MRKC
"Банк ""Траст"" в 2023 году получил от реализации активов 218 млрд руб. Интересно сколько от ОВК?",2024-02-14 12:54:00,UWGN
"Пик спроса на газ в России, Китае и Индии наступит после 2040 г – Shell",2024-02-14 13:09:46,GAZP
"""Алроса"" выставит на торги коллекцию из 15 редких розовых бриллиантов",2024-02-14 13:19:37,ALRS
"""Траст"" намерен продать префы ""Русснефти"" в 2024 году - предправления банка",2024-02-14 13:35:38,RNFT
Clearstream приостановила расчеты с DR редомицилируемых TCS Group и MDMG,2024-02-14 13:39:00,TCSG
Новая технология повысила мощности для выпуска зимнего дизтоплива Саратовского НПЗ на 20%,2024-02-14 13:41:52,ROSN
"ПУТИН РАЗРЕШИЛ СМЕНУ ВЛАДЕНИЯ АКЦИЯМИ ""ЯНДЕКС БАНКА"", НЕОБХОДИМУЮ ДЛЯ КОРПОРАТИВНОЙ РЕСТРУКТУРИЗАЦИИ ""ЯНДЕКСА"" - ИНТЕРФАКС",2024-02-14 13:49:00,YNDX
В Калужской области открыли транспортную развязку на 131-м км трассы М-3,2024-02-14 13:49:05,KLSB
Путин разрешил сделки с акциями Яндекс банка — распоряжение,2024-02-14 13:51:09,YNDX
"Путин разрешил смену владения акциями ""Яндекс Банка""",2024-02-14 14:04:00,YNDX
В ЕК отметили растущую зависимость Евросоюза от КНР в вопросе перехода к зеленой энергии,2024-02-14 14:10:37,RKKE
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,MRKU
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,MRKP
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,MRKC
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,FEES
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,MRKZ
"""Россети"" подготовили энергообъекты для туристического кластера в Свердловской области",2024-02-14 14:12:23,MSRS
Почти все виды топлива подешевели на бирже РФ в среду,2024-02-14 14:26:29,MTSS
"""Газпром нефть"" увеличила в 2023 году число АЗС в России до 1,5 тыс",2024-02-14 14:37:51,SIBN
"""Газпром нефть"" увеличила в 2023 году число АЗС в России до 1,5 тыс",2024-02-14 14:37:51,GAZP
"Подписание законов Путиным и дело против ""Яндекса"".",2024-02-14 15:00:01,YNDX
"В Сбере сообщили, что банк 10 лет подряд занимает около 45% доли рынка вкладов",2024-02-14 15:22:02,SBER
"В Сбере сообщили, что банк 10 лет подряд занимает около 45% доли рынка вкладов",2024-02-14 15:22:02,SBERP
"""РусГидро"" может построить вторую очередь Сахалинской ГРЭС-2",2024-02-14 15:58:00,HYDR
Столичный суд вынес заочный приговор экс-директору «Совкомфлота»,2024-02-14 16:13:42,FLOT
"Более 60% импорта газа Австрия получала от РФ, заместить такие объемы непросто – эксперты",2024-02-14 16:23:07,GAZP
Русснефть РСБУ 2023,2024-02-14 17:25:00,RNFT
"Чистая прибыль ""Русснефти"" по РСБУ за 2023 год выросла в 3,8 раза, до 31,8 млрд руб",2024-02-14 17:52:50,RNFT
"Объем торгов газом в январе на бирже РФ вырос на 14,5%, до 1,35 млрд кубометров",2024-02-14 18:08:57,MTSS
ЦБ обсуждает два возможных варианта страхования ущерба от кибератак,2024-02-14 18:14:00,RENI
СПбМТСБ совершенствует торги топливом через логистический сервис РЖД,2024-02-14 18:37:36,MTSS
"Индексы МосБиржи и РТС завершили торги разнонаправленно, подешевели акции ""Диасофта""",2024-02-14 19:00:00,DIAS
Арбитражный суд удовлетворил иск ММК к итальянской Danieli,2024-02-14 19:30:21,MAGN
"ФАС РФ завела дело против ""дочки"" ""Лукойла"" в Кировской области из-за роста цен на бензин",2024-02-14 19:40:05,LKOH
Банки РФ поддержали предложение ЦБ о периоде охлаждения при выдаче крупных кредитов,2024-02-14 19:49:46,SBER
Банки РФ поддержали предложение ЦБ о периоде охлаждения при выдаче крупных кредитов,2024-02-14 19:49:46,SBERP
"Пассажиропоток авиакомпаний России в январе вырос на 7,9%, до 7,8 млн человек - Росавиация",2024-02-14 19:57:18,AFLT
"Судебное заседание по оспариванию ММК решения по ""делу металлургов"" перенесено на апрель",2024-02-14 20:13:19,MAGN
"Акции ""Софтлайна"" на Мосбирже росли более чем на 2%",2024-02-15 07:21:19,SOFL
"Суд удовлетворил иск ММК к итальянской Danieli о взыскании 27,3 млн евро",2024-02-15 08:16:00,MAGN
"Daimler Truck продал свои 15% акций ""КАМАЗа""",2024-02-15 08:53:00,KMAZ
Результаты Софтлайн за 2023 год,2024-02-15 09:30:00,SOFL
"Гендиректор КАМАЗа сказал, что ""Москвич"" безубыточен при сборке 40 тыс. машин в год",2024-02-15 09:37:00,KMAZ
"Катарский Lesha Bank намерен приобрести банк у нацхолдинга Казахстана ""Байтерек"" - биржа",2024-02-15 09:39:36,SBER
"Катарский Lesha Bank намерен приобрести банк у нацхолдинга Казахстана ""Байтерек"" - биржа",2024-02-15 09:39:36,SBERP
"""Софтлайн"" в 2023 г. нарастил оборот на 29% - до 91,5 млрд рублей",2024-02-15 09:40:00,SOFL
Катарский Lesha Bank думает о покупке казахстанского банка,2024-02-15 09:51:10,SBER
Катарский Lesha Bank думает о покупке казахстанского банка,2024-02-15 09:51:10,SBERP
Страховой бизнес Сбера вырос в 2023 году на 63%,2024-02-15 09:57:12,SBERP
"Доля поисковых запросов в ""Яндексе"" на казахском языке за полгода увеличилась в два раза",2024-02-15 10:14:48,YNDX
"""Яндекс"" объявил финансовые результаты за 2023 год.",2024-02-15 11:05:10,YNDX
НСПК в 2024 г обновит систему отслеживания подозрительных операций в СБП,2024-02-15 11:24:51,SBER
НСПК в 2024 г обновит систему отслеживания подозрительных операций в СБП,2024-02-15 11:24:51,SBERP
Дума одобрила в I чтении страхование рисков от ИИ в рамках экспериментальных технологий,2024-02-15 11:33:31,RENI
"""Тинькофф банк"" поддерживает идею расширения периода охлаждения на кредиты",2024-02-15 11:34:37,TCSG
"ВЗГЛЯД: ""Газпромбанк Инвестиции"" открыл торговую идею: покупать ""префы"" Сургутнефтегаза с целью 70 руб - ИНТЕРФАКС",2024-02-15 11:41:00,SNGS
"ВЗГЛЯД: ""Газпромбанк Инвестиции"" открыл торговую идею: покупать ""префы"" Сургутнефтегаза с целью 70 руб - ИНТЕРФАКС",2024-02-15 11:41:00,SNGSP
"""Сбербанк страхование"" застраховало авто ""Ситидрайва"" по ОСАГО на 5,7 млрд руб",2024-02-15 12:00:00,SBER
"""Сбербанк страхование"" застраховало авто ""Ситидрайва"" по ОСАГО на 5,7 млрд руб",2024-02-15 12:00:00,SBERP
ПАО «Интер РАО» Годовая бухгалтерская отчетность (все формы) 2023,2024-02-15 12:01:00,IRAO
«Яндекс Такси» предложил клиентам воспользоваться метро из-за снега,2024-02-15 12:20:02,YNDX
Тем временем префы Сургутнефтегаза подбираются к 60 рублям,2024-02-15 12:31:00,SNGS
Тем временем префы Сургутнефтегаза подбираются к 60 рублям,2024-02-15 12:31:00,SNGSP
Mercedes-Benz Group вышла из состава акционеров Камаза,2024-02-15 12:38:02,KMAZ
"Чистая прибыль ""Интер РАО"" по РСБУ за 2023 г выросла на 14,9%, до 35,8 млрд руб",2024-02-15 12:47:40,IRAO
Яндекс результаты 2023,2024-02-15 13:01:00,YNDX
"""Интер РАО"" перечислило в бюджет 1,1 млрд рублей налога на сверхприбыль",2024-02-15 13:08:34,IRAO
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,MRKU
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,MRKP
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,MRKC
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,FEES
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,MRKZ
"""Россети"" повысили надежность электроснабжения астрофизической обсерватории РАН в КЧР",2024-02-15 13:39:14,MSRS
Группа «Тинькофф» обновила логотип,2024-02-15 13:44:00,TCSG
"Слова брюссельского чиновника ещё не значат, что Европе не нужен газ из РФ – эксперт",2024-02-15 13:49:31,GAZP
"В ФАС заявили, что возможности проверки ""Яндекс такси"" ограничены мораторием",2024-02-15 13:53:32,YNDX
"Ежемесячная аудитория голосового помощника ""Алиса"" составляет 77 млн человек - ""Яндекс""",2024-02-15 13:57:33,YNDX
"Яндекс увеличил выручку в 1,5 раза в 23г",2024-02-15 14:01:12,YNDX
"ЭЛЕКТРОСТАНЦИИ ЭЛ5-ЭНЕРГО В 2023 Г. ПРОИЗВЕЛИ 22,17 МЛРД КВТ.Ч ЭЛЕКТРОЭНЕРГИИ ПРОТИВ 21,66 МЛРД КВТ.Ч - ГОДОМ РАНЕЕ - КОМПАНИЯ",2024-02-15 14:06:00,OGKB
"""Яндекс"" планирует подготовиться к переезду в новую штаб-квартиру в 2025 г - отчет",2024-02-15 14:07:06,YNDX
Бензин Аи-92 подорожал в России на бирже в четверг,2024-02-15 14:10:05,MTSS
"Оборот сервисов e-commerce ""Яндекса"" в 2023 г вырос на 64% - до 503,4 млрд руб",2024-02-15 14:25:44,YNDX
Тинькофф банк обновил логотип,2024-02-15 14:26:00,TCSG
Тинькофф Банк отказался от единорога в логотипе,2024-02-15 14:27:43,TCSG
"Чистая прибыль ТГК-14 в 2023 г по РСБУ выросла в 2,3 раза, до 1,5 млрд руб",2024-02-15 14:47:33,TGKN
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MRKU
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MRKP
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MRKS
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MRKC
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,FEES
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MRKZ
"""Россети"" увеличат в 1,5 раза мощность крупнейшего центра питания юга Сибири",2024-02-15 15:03:36,MSRS
"ЭЛ5-Энерго увеличила производство э/энергии в 23г на 2,3%",2024-02-15 15:04:31,ELFV
Софт Valuation 2024.02.15. Текущая оценка Диасофт. Обновленные данные по Софтлайн,2024-02-15 15:05:00,SOFL
Софт Valuation 2024.02.15. Текущая оценка Диасофт. Обновленные данные по Софтлайн,2024-02-15 15:05:00,DIAS
"РНКБ выдал кредит в 3,4 млрд руб на создание крупнейшего в Крыму логистического комплекса",2024-02-15 15:24:15,VTBR
Строительство новых корпусов КрАЗа запланировано на март этого года - власти,2024-02-15 15:33:14,RUAL
Более 60% дропперов в России младше 24 лет - Сбербанк,2024-02-15 16:28:35,SBER
Более 60% дропперов в России младше 24 лет - Сбербанк,2024-02-15 16:28:35,SBERP
Совет директоров Yandex N.V. одобрил продажу российского бизнеса,2024-02-15 16:37:24,YNDX
"""Ростелеком"" восстановил работу интернета после технического сбоя",2024-02-15 16:59:20,RTKM
"""Ростелеком"" восстановил работу интернета после технического сбоя",2024-02-15 16:59:20,RTKMP
"Посол РФ: Минэнерго Австрии не проясняет жителям цену отказа от контракта с ""Газпромом""",2024-02-15 17:46:40,SIBN
"Посол РФ: Минэнерго Австрии не проясняет жителям цену отказа от контракта с ""Газпромом""",2024-02-15 17:46:40,GAZP
"В ""Северстали"" заявили, что строительная отрасль составляет 70% портфеля компании",2024-02-15 17:52:55,CHMF
"""Татнефть"" стала лидером по зарегистрированным климатическим проектам в России",2024-02-15 18:08:39,TATNP
"""Татнефть"" стала лидером по зарегистрированным климатическим проектам в России",2024-02-15 18:08:39,TATN
Сургутнефтегаз ап 60 рублей - исторический пик,2024-02-15 18:26:00,PIKK
Сургутнефтегаз ап 60 рублей - исторический пик,2024-02-15 18:26:00,SNGS
Сургутнефтегаз ап 60 рублей - исторический пик,2024-02-15 18:26:00,SNGSP
Объем страхового бизнеса Сбербанка вырос на 63% по итогам 2023 года - ИНТЕРФАКС,2024-02-15 18:31:00,SBER
ПУТИН РАЗРЕШИЛ СОВЕРШАТЬ СДЕЛКИ С АКЦИЯМИ OZON,2024-02-15 18:37:00,OZON
"Акционеры ""Детского мира"" согласились на ликвидацию ПАО",2024-02-15 18:39:00,DSKY
Цены на газ в Европе без поставок из РФ по украинскому маршруту могут вырасти – эксперты,2024-02-15 18:43:29,GAZP
"Власти согласовали продажу активов Baring Vostok в России, но с условием",2024-02-15 18:57:12,OZON
"Путин разрешил сделки с акциями Ozon и ""РенСтраха"" для реструктуризации активов Baring",2024-02-15 19:12:00,OZON
"Средняя максимальная ставка по вкладам в РФ сократилась на 0,05 п.п., до 14,83% - ЦБ",2024-02-15 19:18:27,SBER
"Средняя максимальная ставка по вкладам в РФ сократилась на 0,05 п.п., до 14,83% - ЦБ",2024-02-15 19:18:27,SBERP
"АФК ""Система"" разместила облигации с привязкой к RUONIA на 5 млрд рублей",2024-02-15 19:20:00,AFKS
"""Фосагро"" присоединилась к Арабской ассоциации производителей удобрений",2024-02-15 19:22:37,PHOR
"РБК: Представитель VK (ее называли одним из претендентов на акции Ozon) заявил РБК, что компания ""не планирует инвестировать в маркетплейсы""",2024-02-15 20:09:00,OZON
Путин разрешил сделки с контролируемыми иностранцами акциями Ренессанс Страхования и Ozon,2024-02-15 21:56:42,RENI
Динамическая система ценообразования будет на ВСМ Москва-Петербург - Греф,2024-02-16 00:30:00,SBER
Динамическая система ценообразования будет на ВСМ Москва-Петербург - Греф,2024-02-16 00:30:00,SBERP
"Пожарная служба Филиппин проявила интерес к использованию ""Камазов""",2024-02-16 01:41:53,KMAZ
Гарнитура Apple Vision Pro может получить русский язык уже в марте - источник,2024-02-16 04:30:00,MTSS
РУСАЛ в Гонконге график в HKD,2024-02-16 05:06:00,RUAL
"ГК ""Самолет"" займется двумя проектами застройки на месте аварийного жилья в Чите",2024-02-16 06:39:19,SMLT
"Экспорт Финляндии в Россию и Центральную Азию за два года упал на 68,9%",2024-02-16 07:53:09,CNTL
"Экспорт Финляндии в Россию и Центральную Азию за два года упал на 68,9%",2024-02-16 07:53:09,CNTLP
ВТБ прорабатывает параметры участия в строительстве ВСМ Москва - Петербург,2024-02-16 07:54:34,VTBR
Евросоюз в 2023 г сократил закупки нефти и газа из России до 29 млрд евро,2024-02-16 08:52:57,GAZP
Акционеры Детского мира одобрили ликвидацию публичной компании,2024-02-16 09:05:55,DSKY
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,MRKU
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,MRKP
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,OGKB
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,MRKC
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,FEES
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,MRKZ
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,DSKY
"""Россети"" обеспечили электроэнергией главную детскую больницу Подмосковья",2024-02-16 09:36:48,MSRS
Центр финансовых технологий открылся на базе Ульяновского аграрного университета,2024-02-16 10:21:29,MRKP
Центр финансовых технологий открылся на базе Ульяновского аграрного университета,2024-02-16 10:21:29,MRKC
На Ставрополье откроют мультибрендовый центр белорусской сельхозтехники,2024-02-16 10:23:49,MRKP
На Ставрополье откроют мультибрендовый центр белорусской сельхозтехники,2024-02-16 10:23:49,MRKC
